CVR,Date,Product Number,Default Channel Grouping,Device Category,Number of Records,Region,Revenue,Sessions,Source,Transactions
0,3/23/2019,0,Social,mobile,1,Kansas,0,1,m.facebook.com,0
0,3/24/2019,0,Direct,desktop,1,California,0,1,(direct),0
0,3/24/2019,0,Direct,desktop,1,Georgia,0,1,(direct),0
0,3/24/2019,0,Direct,desktop,6,New York,0,6,(direct),0
0,3/24/2019,0,Direct,desktop,3,North Carolina,0,2,(direct),0
0,3/24/2019,0,Direct,desktop,1,South Carolina,0,1,(direct),0
0,3/24/2019,0,Direct,desktop,1,Tennessee,0,1,(direct),0
0,3/24/2019,0,Direct,desktop,1,Texas,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,3,North Carolina,0,3,(direct),0
0,3/24/2019,0,Direct,mobile,5,Arizona,0,5,(direct),0
0,3/24/2019,0,Direct,mobile,1,British Columbia,0,1,(direct),0
0.5,3/24/2019,98028,Direct,mobile,12,California,26.95000076,25,(direct),1
0,3/24/2019,0,Direct,mobile,2,Connecticut,0,3,(direct),0
0,3/24/2019,0,Direct,mobile,4,District of Columbia,0,4,(direct),0
0,3/24/2019,0,Direct,mobile,3,Florida,0,3,(direct),0
0,3/24/2019,0,Direct,mobile,4,Georgia,0,5,(direct),0
0,3/24/2019,0,Direct,mobile,1,Idaho,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,4,Illinois,0,5,(direct),0
0,3/24/2019,0,Direct,mobile,1,Johor,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,2,Kentucky,0,4,(direct),0
0,3/24/2019,0,Direct,mobile,1,Louisiana,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,2,Michigan,0,2,(direct),0
0,3/24/2019,0,Direct,mobile,2,Missouri,0,3,(direct),0
0.5,3/24/2019,25621,Direct,mobile,1,Nebraska,26.95000076,2,(direct),1
0,3/24/2019,0,Direct,mobile,1,New Jersey,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,5,New York,0,8,(direct),0
0,3/24/2019,0,Direct,mobile,2,North Carolina,0,2,(direct),0
0,3/24/2019,0,Direct,mobile,6,Ohio,0,5,(direct),0
0,3/24/2019,0,Direct,mobile,5,Pennsylvania,0,5,(direct),0
0,3/24/2019,0,Direct,mobile,1,Tennessee,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,9,Texas,0,15,(direct),0
0,3/24/2019,0,Direct,mobile,2,Utah,0,2,(direct),0
0,3/24/2019,0,Direct,mobile,1,Virginia,0,1,(direct),0
0,3/24/2019,0,Direct,mobile,4,Washington,0,4,(direct),0
0,3/24/2019,0,Direct,mobile,1,Wisconsin,0,1,(direct),0
0,3/24/2019,0,Direct,tablet,1,California,0,1,(direct),0
0,3/24/2019,0,Direct,tablet,1,Ohio,0,1,(direct),0
1,3/24/2019,25621,Organic Search,desktop,2,North Carolina,14.94999981,2,google,1
0,3/24/2019,0,Organic Search,desktop,1,Arkansas,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,British Columbia,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,2,California,0,2,google,0
0,3/24/2019,0,Organic Search,desktop,1,Connecticut,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,England,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,Florida,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,Hajdu-Bihar,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,Illinois,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,2,Indiana,0,2,google,0
0,3/24/2019,0,Organic Search,desktop,1,Karnataka,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,New York,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,Ouest Department,0,1,google,0
0,3/24/2019,0,Organic Search,desktop,1,Quebec,0,1,google,0
1,3/24/2019,98028,Organic Search,desktop,1,Tennessee,59,1,google,1
0,3/24/2019,0,Organic Search,desktop,1,Virginia,0,1,bing,0
0,3/24/2019,0,Organic Search,desktop,1,Zurich,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,1,Arizona,0,2,google,0
0,3/24/2019,0,Organic Search,mobile,1,Basse-Terre,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,1,Bucharest,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,4,California,0,4,google,0
0,3/24/2019,0,Organic Search,mobile,3,District of Columbia,0,3,google,0
0,3/24/2019,26626,Organic Search,mobile,5,Florida,1.710000038,4,google,1
0,3/24/2019,0,Organic Search,mobile,3,Georgia,0,3,google,0
0,3/24/2019,0,Organic Search,mobile,2,Illinois,0,3,google,0
0,3/24/2019,0,Organic Search,mobile,1,Indiana,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,1,Khyber Pakhtunkhwa,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,2,Louisiana,0,2,google,0
0,3/24/2019,0,Organic Search,mobile,3,Massachusetts,0,4,google,0
0,3/24/2019,0,Organic Search,mobile,2,Michigan,0,2,google,0
0,3/24/2019,0,Organic Search,mobile,3,Minnesota,0,3,google,0
0,3/24/2019,0,Organic Search,mobile,1,Mississippi,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,1,Nebraska,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,1,Nevada,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,2,New York,0,2,google,0
0,3/24/2019,0,Organic Search,mobile,1,North Carolina,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,2,Pennsylvania,0,2,google,0
0,3/24/2019,0,Organic Search,mobile,1,St. Andrew Parish,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,1,Tennessee,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,5,Texas,0,5,google,0
0,3/24/2019,0,Organic Search,mobile,1,Utah,0,1,google,0
0,3/24/2019,0,Organic Search,mobile,2,Virginia,0,2,google,0
0,3/24/2019,0,Organic Search,mobile,1,Western Australia,0,1,google,0
0,3/24/2019,0,Organic Search,tablet,1,Massachusetts,0,1,google,0
0,3/24/2019,0,Organic Search,tablet,2,New Hampshire,0,2,google,0
0,3/24/2019,0,Organic Search,tablet,1,New York,0,1,google,0
0,3/24/2019,0,Organic Search,tablet,1,Ohio,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,1,Alabama,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,1,Arizona,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,4,California,0,3,google,0
0,3/24/2019,0,Paid Search,desktop,2,District of Columbia,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,2,Florida,0,2,google,0
0,3/24/2019,0,Paid Search,desktop,2,Georgia,0,2,google,0
0,3/24/2019,0,Paid Search,desktop,1,Indiana,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,1,Kansas,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,1,Kentucky,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,2,Massachusetts,0,2,google,0
0,3/24/2019,0,Paid Search,desktop,2,Missouri,0,2,google,0
0,3/24/2019,0,Paid Search,desktop,1,New Jersey,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,1,New Mexico,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,2,New York,0,2,google,0
0,3/24/2019,0,Paid Search,desktop,3,North Carolina,0,4,google,0
0,3/24/2019,0,Paid Search,desktop,1,Ohio,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,1,Oregon,0,1,google,0
0,3/24/2019,0,Paid Search,desktop,2,Texas,0,2,google,0
0,3/24/2019,0,Paid Search,mobile,1,North Carolina,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,4,Alabama,0,7,google,0
0,3/24/2019,0,Paid Search,mobile,2,Arizona,0,2,google,0
0,3/24/2019,0,Paid Search,mobile,1,Arkansas,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,19,California,0,44,google,0
0,3/24/2019,0,Paid Search,mobile,5,Colorado,0,5,google,0
0.333333333,3/24/2019,18432,Paid Search,mobile,3,Connecticut,84.25,5,google,1
0,3/24/2019,0,Paid Search,mobile,7,District of Columbia,0,8,google,0
0,3/24/2019,0,Paid Search,mobile,12,Florida,0,15,google,0
0.5,3/24/2019,18432,Paid Search,mobile,15,Georgia,49.95000076,19,google,1
0,3/24/2019,0,Paid Search,mobile,15,Illinois,0,24,google,0
0,3/24/2019,0,Paid Search,mobile,4,Indiana,0,6,google,0
0,3/24/2019,0,Paid Search,mobile,1,Iowa,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,1,Kansas,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,5,Kentucky,0,7,google,0
0,3/24/2019,0,Paid Search,mobile,5,Louisiana,0,6,google,0
0,3/24/2019,0,Paid Search,mobile,3,Maryland,0,3,google,0
1,3/24/2019,25621,Paid Search,mobile,5,Massachusetts,26.95000076,7,google,1
0,3/24/2019,0,Paid Search,mobile,4,Michigan,0,5,google,0
0,3/24/2019,0,Paid Search,mobile,9,Minnesota,0,10,google,0
0,3/24/2019,0,Paid Search,mobile,2,Mississippi,0,2,google,0
0,3/24/2019,0,Paid Search,mobile,8,Missouri,0,11,google,0
0,3/24/2019,0,Paid Search,mobile,1,Montana,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,1,Nebraska,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,6,Nevada,0,7,google,0
1,3/24/2019,26626,Paid Search,mobile,13,New Jersey,44.95000076,14,google,1
0,3/24/2019,0,Paid Search,mobile,1,New Mexico,0,1,google,0
0.5,3/24/2019,25621,Paid Search,mobile,20,New York,14.94999981,33,google,1
0,3/24/2019,0,Paid Search,mobile,12,North Carolina,0,17,google,0
0,3/24/2019,0,Paid Search,mobile,1,North Dakota,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,9,Ohio,0,13,google,0
0,3/24/2019,0,Paid Search,mobile,3,Oklahoma,0,3,google,0
0,3/24/2019,0,Paid Search,mobile,1,Ontario,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,6,Oregon,0,6,google,0
0,3/24/2019,0,Paid Search,mobile,14,Pennsylvania,0,15,google,0
0,3/24/2019,0,Paid Search,mobile,1,Rhode Island,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,2,South Carolina,0,3,google,0
0,3/24/2019,0,Paid Search,mobile,1,South Dakota,0,1,google,0
0,3/24/2019,0,Paid Search,mobile,9,Tennessee,0,9,google,0
0,3/24/2019,0,Paid Search,mobile,16,Texas,0,31,google,0
1,3/24/2019,98028,Paid Search,mobile,7,Utah,97.80999756,6,google,1
0,3/24/2019,0,Paid Search,mobile,7,Virginia,0,8,google,0
0,3/24/2019,0,Paid Search,mobile,7,Washington,0,7,google,0
0,3/24/2019,0,Paid Search,mobile,3,Wisconsin,0,5,google,0
0,3/24/2019,0,Paid Search,mobile,1,Wyoming,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Alabama,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Arizona,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Arkansas,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,California,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Colorado,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Florida,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Georgia,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,3,Hawaii,0,3,google,0
0,3/24/2019,0,Paid Search,tablet,1,Louisiana,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Massachusetts,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,1,Mississippi,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,2,New York,0,2,google,0
0,3/24/2019,0,Paid Search,tablet,1,Pennsylvania,0,1,google,0
0,3/24/2019,0,Paid Search,tablet,2,South Carolina,0,2,google,0
0,3/24/2019,0,Referral,desktop,1,Nevada,0,1,outlook.live.com,0
0,3/24/2019,0,Referral,desktop,1,North Carolina,0,1,accounts.google.com,0
0,3/24/2019,0,Referral,desktop,1,North Carolina,0,1,dashboard.zopim.com,0
0,3/24/2019,0,Referral,desktop,1,North Carolina,0,1,logistimatics.zendesk.com,0
0,3/24/2019,0,Referral,desktop,3,North Carolina,0,3,zendesk.com,0
0,3/24/2019,0,Referral,mobile,1,England,0,1,duckduckgo.com,0
0,3/24/2019,0,Social,mobile,1,California,0,1,m.facebook.com,0
1,3/24/2019,26626,Social,mobile,1,Idaho,49.95000076,1,m.facebook.com,1
0,3/25/2019,0,Direct,desktop,1,North Carolina,0,1,(direct),0
1,3/25/2019,98028,Direct,desktop,2,California,14.94999981,2,(direct),1
0,3/25/2019,0,Direct,desktop,1,Georgia,0,1,(direct),0
1,3/25/2019,25621,Direct,desktop,1,Maine,0.860000014,1,(direct),1
0,3/25/2019,0,Direct,desktop,1,Massachusetts,0,1,(direct),0
0,3/25/2019,0,Direct,desktop,1,Mississippi,0,1,(direct),0
0,3/25/2019,0,Direct,desktop,2,Missouri,0,2,(direct),0
0,3/25/2019,0,Direct,desktop,5,New York,0,4,(direct),0
0,3/25/2019,0,Direct,desktop,6,North Carolina,0,4,(direct),0
0,3/25/2019,0,Direct,desktop,1,Ontario,0,1,(direct),0
0,3/25/2019,0,Direct,desktop,1,South Carolina,0,1,(direct),0
0,3/25/2019,0,Direct,desktop,4,Texas,0,4,(direct),0
0,3/25/2019,0,Direct,mobile,1,Alberta,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,1,Arkansas,0,1,(direct),0
1.5,3/25/2019,18432,Direct,mobile,14,California,6,19,(direct),2
0,3/25/2019,0,Direct,mobile,1,England,0,1,(direct),0
1,3/25/2019,25621,Direct,mobile,6,Florida,18.54999924,6,(direct),1
0,3/25/2019,0,Direct,mobile,5,Georgia,0,6,(direct),0
0,3/25/2019,0,Direct,mobile,2,Idaho,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,5,Illinois,0,6,(direct),0
0,3/25/2019,0,Direct,mobile,2,Louisiana,0,2,(direct),0
0,3/25/2019,0,Direct,mobile,1,Madeira,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,2,Maryland,0,2,(direct),0
0,3/25/2019,0,Direct,mobile,3,Michigan,0,3,(direct),0
0,3/25/2019,0,Direct,mobile,2,Minnesota,0,2,(direct),0
0,3/25/2019,0,Direct,mobile,1,Nevada,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,2,New Jersey,0,2,(direct),0
0,3/25/2019,0,Direct,mobile,5,New York,0,7,(direct),0
0,3/25/2019,0,Direct,mobile,1,North Carolina,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,3,Ohio,0,3,(direct),0
0,3/25/2019,0,Direct,mobile,1,Oklahoma,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,3,Pennsylvania,0,4,(direct),0
0,3/25/2019,0,Direct,mobile,1,Rhode Island,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,1,South Carolina,0,1,(direct),0
0,3/25/2019,0,Direct,mobile,1,South Dakota,0,1,(direct),0
0.75,3/25/2019,25621,Direct,mobile,13,Texas,41.90000057,20,(direct),2
0,3/25/2019,0,Direct,mobile,3,Virginia,0,3,(direct),0
0,3/25/2019,0,Direct,tablet,1,California,0,1,(direct),0
0,3/25/2019,0,Direct,tablet,1,Texas,0,1,(direct),0
0,3/25/2019,0,Organic Search,desktop,1,Catalonia,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,1,Georgia,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,1,Goa,0,1,google,0
1,3/25/2019,98028,Organic Search,desktop,2,Illinois,55.63999939,2,google,1
0,3/25/2019,0,Organic Search,desktop,1,Madrid,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,2,Maryland,0,2,google,0
0,3/25/2019,0,Organic Search,desktop,1,Massachusetts,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,1,Minnesota,0,1,yahoo,0
0,3/25/2019,0,Organic Search,desktop,1,New Jersey,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,1,North Carolina,0,1,yahoo,0
0,3/25/2019,0,Organic Search,desktop,2,Ohio,0,1,ask,0
0,3/25/2019,0,Organic Search,desktop,1,Ohio,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,1,Oklahoma,0,1,bing,0
0,3/25/2019,0,Organic Search,desktop,1,Pristina District,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,1,South Carolina,0,1,google,0
0,3/25/2019,0,Organic Search,desktop,2,Tel Aviv District,0,2,google,0
0,3/25/2019,0,Organic Search,desktop,1,Telangana,0,1,google,0
1,3/25/2019,26626,Organic Search,desktop,2,Texas,49.95000076,2,google,1
0,3/25/2019,0,Organic Search,desktop,1,Virginia,0,1,bing,0
0,3/25/2019,0,Organic Search,desktop,1,Wisconsin,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,1,Arkansas,0,1,google,0
2.333333333,3/25/2019,18432,Organic Search,mobile,8,California,149.8500023,12,google,3
0,3/25/2019,0,Organic Search,mobile,1,Colorado,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,5,Florida,0,4,google,0
0,3/25/2019,0,Organic Search,mobile,1,Georgia,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,3,Illinois,0,3,google,0
0,3/25/2019,0,Organic Search,mobile,2,Indiana,0,2,google,0
0,3/25/2019,0,Organic Search,mobile,2,Jakarta,0,2,google,0
0,3/25/2019,0,Organic Search,mobile,4,Louisiana,0,4,google,0
0,3/25/2019,0,Organic Search,mobile,1,Louisiana,0,1,yahoo,0
0,3/25/2019,0,Organic Search,mobile,1,Michigan,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,2,Minnesota,0,2,google,0
0,3/25/2019,0,Organic Search,mobile,1,Missouri,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,1,New Jersey,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,1,New Mexico,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,1,New York,0,1,google,0
1,3/25/2019,98028,Organic Search,mobile,2,North Carolina,321.9500122,2,google,1
0,3/25/2019,0,Organic Search,mobile,1,Oregon,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,3,Pennsylvania,0,3,google,0
0,3/25/2019,0,Organic Search,mobile,1,St. Andrew Parish,0,1,google,0
1,3/25/2019,25621,Organic Search,mobile,2,Texas,49.95000076,2,google,1
0,3/25/2019,0,Organic Search,mobile,1,Utah,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,1,Virginia,0,1,google,0
0,3/25/2019,0,Organic Search,mobile,1,West Virginia,0,1,google,0
0,3/25/2019,0,Organic Search,tablet,2,New York,0,2,google,0
0,3/25/2019,0,Paid Search,desktop,1,Arizona,0,1,google,0
0,3/25/2019,0,Paid Search,desktop,2,California,0,2,google,0
0,3/25/2019,0,Paid Search,desktop,2,Florida,0,2,google,0
0,3/25/2019,0,Paid Search,desktop,1,Illinois,0,1,google,0
0,3/25/2019,0,Paid Search,desktop,1,Massachusetts,0,1,google,0
0,3/25/2019,0,Paid Search,desktop,1,New York,0,1,google,0
0,3/25/2019,0,Paid Search,desktop,1,Rhode Island,0,1,google,0
1,3/25/2019,26626,Paid Search,desktop,3,South Carolina,49.95000076,3,google,1
0,3/25/2019,0,Paid Search,desktop,1,Tennessee,0,1,google,0
1,3/25/2019,25621,Paid Search,desktop,4,Texas,61.02000046,4,google,1
0,3/25/2019,0,Paid Search,desktop,1,Washington,0,1,google,0
0,3/25/2019,0,Paid Search,mobile,6,Alabama,0,8,google,0
0,3/25/2019,0,Paid Search,mobile,6,Arizona,0,8,google,0
0,3/25/2019,0,Paid Search,mobile,4,Arkansas,0,6,google,0
0,3/25/2019,0,Paid Search,mobile,20,California,0,50,google,0
0,3/25/2019,0,Paid Search,mobile,8,Colorado,0,10,google,0
0,3/25/2019,0,Paid Search,mobile,2,Connecticut,0,2,google,0
0,3/25/2019,0,Paid Search,mobile,1,Delaware,0,1,google,0
0,3/25/2019,0,Paid Search,mobile,8,District of Columbia,0,8,google,0
1,3/25/2019,25621,Paid Search,mobile,14,Florida,49.95000076,21,google,1
0,3/25/2019,0,Paid Search,mobile,14,Georgia,0,19,google,0
0,3/25/2019,0,Paid Search,mobile,1,Idaho,0,1,google,0
0,3/25/2019,0,Paid Search,mobile,15,Illinois,0,23,google,0
0,3/25/2019,0,Paid Search,mobile,5,Indiana,0,6,google,0
0,3/25/2019,0,Paid Search,mobile,6,Kentucky,0,6,google,0
0,3/25/2019,0,Paid Search,mobile,4,Louisiana,0,4,google,0
0,3/25/2019,0,Paid Search,mobile,3,Maine,0,4,google,0
0,3/25/2019,0,Paid Search,mobile,3,Maryland,0,3,google,0
0,3/25/2019,0,Paid Search,mobile,5,Massachusetts,0,10,google,0
0,3/25/2019,0,Paid Search,mobile,12,Michigan,0,14,google,0
0,3/25/2019,0,Paid Search,mobile,5,Minnesota,0,4,google,0
0,3/25/2019,98028,Paid Search,mobile,5,Mississippi,49.95000076,4,google,1
0,3/25/2019,0,Paid Search,mobile,6,Missouri,0,7,google,0
0,3/25/2019,0,Paid Search,mobile,1,Montana,0,1,google,0
0,3/25/2019,0,Paid Search,mobile,4,Nebraska,0,6,google,0
0,3/25/2019,0,Paid Search,mobile,4,Nevada,0,4,google,0
0.5,3/25/2019,26626,Paid Search,mobile,8,New Jersey,14.94999981,11,google,1
0,3/25/2019,0,Paid Search,mobile,1,New Mexico,0,1,google,0
0,3/25/2019,0,Paid Search,mobile,15,New York,0,28,google,0
0.333333333,3/25/2019,26626,Paid Search,mobile,9,North Carolina,47.97999954,16,google,1
0,3/25/2019,0,Paid Search,mobile,7,Ohio,0,9,google,0
0,3/25/2019,0,Paid Search,mobile,1,Oklahoma,0,2,google,0
0,3/25/2019,0,Paid Search,mobile,3,Oregon,0,3,google,0
0,3/25/2019,0,Paid Search,mobile,13,Pennsylvania,0,17,google,0
0,3/25/2019,0,Paid Search,mobile,1,Rhode Island,0,1,google,0
0,3/25/2019,0,Paid Search,mobile,5,South Carolina,0,7,google,0
0,3/25/2019,0,Paid Search,mobile,5,Tennessee,0,5,google,0
0,3/25/2019,0,Paid Search,mobile,16,Texas,0,37,google,0
2,3/25/2019,98028,Paid Search,mobile,4,Utah,89.90000153,4,google,2
0,3/25/2019,0,Paid Search,mobile,3,Virginia,0,4,google,0
0,3/25/2019,0,Paid Search,mobile,7,Washington,0,10,google,0
0,3/25/2019,0,Paid Search,mobile,5,Wisconsin,0,6,google,0
0,3/25/2019,0,Paid Search,mobile,2,Wyoming,0,2,google,0
0,3/25/2019,0,Paid Search,tablet,2,Alabama,0,2,google,0
0,3/25/2019,0,Paid Search,tablet,1,Arkansas,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,6,California,0,6,google,0
0,3/25/2019,0,Paid Search,tablet,4,Georgia,0,5,google,0
0,3/25/2019,0,Paid Search,tablet,1,Hawaii,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,2,Illinois,0,2,google,0
0,3/25/2019,0,Paid Search,tablet,2,Indiana,0,2,google,0
0,3/25/2019,0,Paid Search,tablet,1,Louisiana,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,1,Michigan,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,1,Minnesota,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,1,Nebraska,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,2,New Jersey,0,2,google,0
0,3/25/2019,0,Paid Search,tablet,1,New York,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,1,North Carolina,0,1,google,0
0,3/25/2019,0,Paid Search,tablet,2,Texas,0,2,google,0
0,3/25/2019,0,Referral,desktop,2,North Carolina,0,2,dashboard.zopim.com,0
0,3/25/2019,0,Referral,desktop,2,North Carolina,0,2,logistimatics.local,0
0,3/25/2019,0,Referral,desktop,4,North Carolina,0,3,logistimatics.zendesk.com,0
0,3/25/2019,0,Social,mobile,1,California,0,1,m.facebook.com,0
0,3/26/2019,0,Direct,desktop,4,California,0,5,(direct),0
0,3/26/2019,0,Direct,desktop,1,Florida,0,1,(direct),0
0,3/26/2019,0,Direct,desktop,1,Georgia,0,1,(direct),0
0,3/26/2019,0,Direct,desktop,3,Kentucky,0,3,(direct),0
0,3/26/2019,0,Direct,desktop,1,Massachusetts,0,2,(direct),0
1,3/26/2019,25621,Direct,desktop,2,Michigan,44.95000076,2,(direct),1
0,3/26/2019,0,Direct,desktop,1,Mississippi,0,1,(direct),0
0.5,3/26/2019,98028,Direct,desktop,2,Missouri,14.94999981,3,(direct),1
0,3/26/2019,0,Direct,desktop,1,New Hampshire,0,1,(direct),0
0,3/26/2019,0,Direct,desktop,8,New York,0,7,(direct),0
1,3/26/2019,98028,Direct,desktop,8,North Carolina,49.95000076,8,(direct),1
0,3/26/2019,0,Direct,desktop,3,Ohio,0,3,(direct),0
0,3/26/2019,0,Direct,desktop,1,Shanghai,0,2,(direct),0
0,3/26/2019,98028,Direct,desktop,7,Texas,9.229999542,5,(direct),1
0,3/26/2019,0,Direct,desktop,2,Virginia,0,2,(direct),0
0,3/26/2019,0,Direct,desktop,2,Washington,0,1,(direct),0
0,3/26/2019,0,Direct,desktop,1,West Virginia,0,1,(direct),0
0,3/26/2019,0,Direct,mobile,1,Bangkok,0,1,(direct),0
0.333333333,3/26/2019,26626,Direct,mobile,14,California,14.94999981,32,(direct),1
0,3/26/2019,0,Direct,mobile,1,Colorado,0,2,(direct),0
0,3/26/2019,0,Direct,mobile,1,Connecticut,0,1,(direct),0
0,3/26/2019,0,Direct,mobile,4,District of Columbia,0,6,(direct),0
0,3/26/2019,26626,Direct,mobile,4,Florida,44.95000076,3,(direct),1
0,3/26/2019,0,Direct,mobile,11,Georgia,0,10,(direct),0
0,3/26/2019,0,Direct,mobile,7,Illinois,0,7,(direct),0
0,3/26/2019,0,Direct,mobile,4,Indiana,0,7,(direct),0
0,3/26/2019,0,Direct,mobile,1,Louisiana,0,1,(direct),0
0,3/26/2019,0,Direct,mobile,5,Michigan,0,5,(direct),0
0,3/26/2019,0,Direct,mobile,2,Minnesota,0,2,(direct),0
0,3/26/2019,0,Direct,mobile,3,Missouri,0,3,(direct),0
0.5,3/26/2019,98028,Direct,mobile,1,Nebraska,26.95000076,2,(direct),1
0,3/26/2019,0,Direct,mobile,2,New Hampshire,0,2,(direct),0
0,3/26/2019,0,Direct,mobile,2,New Jersey,0,2,(direct),0
0.5,3/26/2019,26626,Direct,mobile,11,New York,14.94999981,14,(direct),1
0,3/26/2019,0,Direct,mobile,2,North Carolina,0,2,(direct),0
0,3/26/2019,0,Direct,mobile,4,North Dakota,0,4,(direct),0
0,3/26/2019,0,Direct,mobile,4,Ohio,0,4,(direct),0
0,3/26/2019,0,Direct,mobile,3,Pennsylvania,0,3,(direct),0
0,3/26/2019,0,Direct,mobile,3,South Carolina,0,3,(direct),0
1,3/26/2019,26626,Direct,mobile,2,Tennessee,26.95000076,2,(direct),1
0,3/26/2019,0,Direct,mobile,12,Texas,0,19,(direct),0
0,3/26/2019,0,Direct,mobile,2,Utah,0,2,(direct),0
0,3/26/2019,0,Direct,mobile,1,Virginia,0,1,(direct),0
0,3/26/2019,0,Direct,mobile,5,Washington,0,4,(direct),0
0,3/26/2019,0,Direct,mobile,1,Wisconsin,0,1,(direct),0
0,3/26/2019,0,Direct,tablet,2,Florida,0,1,(direct),0
0,3/26/2019,0,Direct,tablet,2,New Hampshire,0,2,(direct),0
0,3/26/2019,0,Direct,tablet,1,Ohio,0,1,(direct),0
0,3/26/2019,0,Organic Search,desktop,2,North Carolina,0,2,google,0
0,3/26/2019,0,Organic Search,desktop,1,Andalusia,0,1,google,0
0,3/26/2019,0,Organic Search,desktop,1,Arizona,0,1,google,0
